# id,name,interests (semicolon-separated)
374,Kunal_374,Cricket;Cybersecurity;Graph Theory;JavaScript;Mathematics;Painting
375,Ishaan_375,Blockchain;Go;JavaScript;Operating Systems;Web Development
376,Vishal_376,C++;Competitive Programming;Computer Vision;Go;Java
377,Mansi_377,C++;Computer Vision;Football;Mathematics
378,Pooja_378,C++;Data Structures;Deep Learning;DevOps;Economics;Networking;Physics
379,Shreya_379,Blockchain;C++;Cricket;DevOps;JavaScript;Music
380,Kavya_380,Data Structures;Deep Learning;Football;Rust
381,Kunal_381,Computer Vision;Football;Graph Theory;Mathematics
382,Megha_382,Chemistry;Finance;Go;Mathematics;Operating Systems;Physics
383,Atishay_383,Chemistry;Compilers;Graph Theory;Mathematics;Networking;Writing
384,Sarthak_384,Data Structures;Finance;Graph Theory;Hiking;Painting;Writing
385,Vinayak_385,Blockchain;Competitive Programming;Data Structures;Gaming;Hiking;Java;Painting;Reading
386,Sneha_386,Deep Learning;Football;Hiking;Rust
387,Vinayak_387,C++;Finance;Hiking;JavaScript;Machine Learning
388,Nikhil_388,Basketball;Compilers;Gaming;Java;Reading
389,Amit_389,Biology;Chemistry;Competitive Programming;Deep Learning;JavaScript;NLP;Physics
390,Simran_390,Biology;DevOps;Football;Gaming;Investing;Operating Systems
391,Amit_391,Basketball;Competitive Programming;Computer Vision;Football;Swimming;Writing
392,Ishaan_392,Go;Painting;Photography;Python;Rust
393,Kavya_393,Economics;JavaScript;Mathematics;Networking;Photography;Physics;Rust
394,Vinayak_394,Compilers;Cricket;Databases;Deep Learning;Machine Learning;Painting;Web Development;Writing
395,Suhani_395,Cricket;Cybersecurity;Football;Gaming;Operating Systems
396,Ananya_396,Backend;Biology;C++;NLP;Rust
397,Karan_397,Cloud;Finance;Gaming;Graph Theory;Operating Systems;Writing
398,Aditya_398,C++;Data Structures;DevOps;Economics;JavaScript;Networking
399,Nidhi_399,Cricket;Cybersecurity;Go;Hiking;Mathematics;Physics
400,Rahul_400,Competitive Programming;Cricket;Cybersecurity;Finance;Frontend;Python;Writing
401,Isha_401,Biology;Chemistry;Deep Learning;Frontend;Gaming;NLP;Physics
402,Nidhi_402,Competitive Programming;Data Structures;JavaScript;Music;Networking;Photography;Reading
403,Sneha_403,C++;Cricket;Hiking;Machine Learning;Photography;Swimming
404,Isha_404,Basketball;Databases;DevOps;Finance;Frontend
405,Divya_405,Basketball;Cloud;Cricket;Databases;Hiking;Reading;Rust
406,Amit_406,Go;Painting;Python;Rust
407,Vikas_407,Blockchain;C++;Economics;Web Development
408,Amit_408,Cricket;Cybersecurity;Mathematics;Operating Systems
409,Ananya_409,Basketball;Cloud;Cybersecurity;Deep Learning;Networking;Swimming;Writing
410,Ananya_410,Basketball;Competitive Programming;Hiking;Java;Mathematics;Painting;Reading;Web Development
411,Rahul_411,Chemistry;Operating Systems;Swimming;Web Development
412,Suhani_412,Cricket;Finance;Frontend;Java;Python;Web Development
413,Vinayak_413,Competitive Programming;Football;Photography;Python;Web Development
414,Amit_414,Computer Vision;Football;Mathematics;Operating Systems;Painting
415,Sneha_415,Biology;C++;Mathematics;Music;Physics
416,Ananya_416,Compilers;Deep Learning;Graph Theory;Networking
417,Atishay_417,Computer Vision;Gaming;Hiking;Networking;Python;Rust
418,Pooja_418,Chemistry;Gaming;Go;Graph Theory;Operating Systems;Python;Reading
419,Pooja_419,C++;Data Structures;Graph Theory;NLP;Physics;Writing
420,Yash_420,C++;Competitive Programming;Computer Vision;DevOps;Football;Mathematics;Writing
421,Nikhil_421,Chemistry;Cybersecurity;DevOps;Go;Graph Theory;Music;Swimming
422,Amit_422,Backend;C++;Chemistry;Football;JavaScript;Operating Systems;Physics
423,Kavya_423,Chemistry;Databases;Economics;Gaming;Graph Theory;Networking
424,Mansi_424,Cloud;Compilers;DevOps;Finance;Go;Hiking
425,Ananya_425,Algorithms;Chemistry;Competitive Programming;Gaming;Painting;Web Development
426,Yash_426,C++;Chemistry;Frontend;JavaScript;Music;Web Development
427,Nidhi_427,Cybersecurity;Go;Investing;Machine Learning;Painting;Python
428,Arjun_428,Algorithms;Basketball;Databases;Deep Learning;DevOps;Web Development
429,Kunal_429,Backend;C++;Cloud;Competitive Programming;Football;JavaScript;Operating Systems;Physics
430,Rohan_430,DevOps;Frontend;JavaScript;NLP
431,Arjun_431,Compilers;Data Structures;Gaming;Hiking;Java;Rust;Web Development
432,Rohan_432,Competitive Programming;Compilers;Finance;Go;JavaScript;Web Development
433,Sneha_433,Biology;Cricket;Databases;Go;Hiking;Reading
434,Pooja_434,Chemistry;DevOps;Finance;Music;NLP;Networking;Swimming
435,Karan_435,Blockchain;Cricket;Photography;Web Development
436,Sneha_436,Blockchain;Competitive Programming;Deep Learning;Hiking;Music;Painting
437,Ananya_437,Chemistry;Frontend;Rust;Swimming;Writing
438,Vikas_438,Cybersecurity;Economics;Mathematics;Operating Systems
439,Aditya_439,Chemistry;Computer Vision;Go;Investing;Painting;Python
440,Nidhi_440,Algorithms;Backend;Cricket;Finance;Investing;Machine Learning
441,Megha_441,C++;Cloud;Data Structures;Gaming;Go;Writing
442,Tanya_442,Competitive Programming;Football;Go;Java;Python;Web Development
443,Sarthak_443,Blockchain;Chemistry;Compilers;Cybersecurity;JavaScript;Physics;Rust
444,Sneha_444,Algorithms;DevOps;Machine Learning;Mathematics;Rust;Web Development
445,Isha_445,Basketball;Compilers;Cybersecurity;Databases;Hiking;Rust;Writing
446,Karan_446,Competitive Programming;Economics;Football;Frontend;Mathematics;Networking
447,Yash_447,Cloud;JavaScript;Music;Physics;Python
448,Shreya_448,Basketball;Computer Vision;Data Structures;Frontend;Networking;Painting;Swimming
449,Isha_449,Cricket;Economics;Football;Mathematics;Music
450,Ravi_450,Databases;Go;Painting;Python;Rust
451,Aditya_451,Basketball;Computer Vision;Data Structures;Frontend;Photography;Swimming
452,Vishal_452,Chemistry;Competitive Programming;Computer Vision;Go;Java
453,Atishay_453,Chemistry;Investing;Java;Rust;Swimming;Writing
454,Karan_454,Basketball;Biology;Blockchain;Finance;Hiking;Investing
455,Nikhil_455,Competitive Programming;Go;Java;Painting;Python;Rust
456,Rahul_456,C++;Chemistry;DevOps;Frontend;JavaScript;Networking
457,Atishay_457,Competitive Programming;Cricket;Frontend;Python;Writing
458,Vikas_458,Compilers;Finance;Go;NLP;Physics
459,Ananya_459,Backend;Blockchain;Gaming;Java;Operating Systems
460,Amit_460,Economics;JavaScript;Mathematics;Networking;Photography;Writing
461,Neha_461,Finance;Graph Theory;Web Development;Writing
462,Tanya_462,Algorithms;Chemistry;Machine Learning;NLP;Operating Systems;Painting;Web Development
463,Mansi_463,Algorithms;Biology;Competitive Programming;Cricket;Gaming;NLP
464,Sarthak_464,Backend;C++;Graph Theory;NLP;Python;Rust
465,Megha_465,Cricket;Cybersecurity;Finance;Football;Gaming;Writing
466,Yash_466,Basketball;Biology;Chemistry;Deep Learning;Mathematics;NLP;Physics;Python
467,Isha_467,Basketball;Economics;Finance;Graph Theory;Hiking;Writing
468,Suhani_468,Compilers;Go;Rust;Web Development
469,Suhani_469,Cricket;Cybersecurity;Mathematics
470,Ravi_470,Basketball;Biology;C++;Frontend;Gaming
471,Nidhi_471,Backend;Blockchain;Competitive Programming;Java;Web Development
472,Harsh_472,Compilers;Graph Theory;Hiking;Music;Networking
473,Harsh_473,Compilers;Go;Python;Web Development
474,Suhani_474,Blockchain;Data Structures;Gaming;Graph Theory;Writing
475,Tanya_475,Go;Investing;JavaScript;Operating Systems
476,Suhani_476,Blockchain;Cybersecurity;Databases;Finance;Java;Machine Learning
477,Arjun_477,Blockchain;Computer Vision;Frontend;Graph Theory;Networking;Photography;Reading
478,Shreya_478,Chemistry;Deep Learning;DevOps;Graph Theory;Hiking;NLP
479,Nikhil_479,Compilers;Data Structures;Databases;Machine Learning;Painting;Web Development
480,Kunal_480,Chemistry;Computer Vision;Cybersecurity;DevOps;Gaming;Mathematics;Photography
481,Arjun_481,Basketball;DevOps;Finance;Writing
482,Ravi_482,Backend;Computer Vision;Gaming;Graph Theory;Photography;Python;Reading
483,Priya_483,Basketball;Competitive Programming;Computer Vision;Football;Go;Swimming
484,Isha_484,Go;Networking;Painting;Python;Rust
485,Kunal_485,C++;Data Structures;DevOps;Economics;Networking;Photography
486,Simran_486,Deep Learning;Finance;Go;JavaScript;Rust;Writing
487,Arjun_487,Cloud;Databases;Football;JavaScript;Physics;Python
488,Nidhi_488,Finance;Graph Theory;Hiking;Writing
489,Ananya_489,Computer Vision;Finance;Go;Rust
490,Neha_490,Chemistry;Cloud;DevOps;Football;Python
491,Nikhil_491,Backend;Gaming;Graph Theory;Machine Learning;NLP;Photography;Python
492,Megha_492,Economics;Music;Networking;Painting;Writing
493,Vinayak_493,Basketball;Competitive Programming;DevOps;Graph Theory;Hiking;Painting;Writing
494,Sarthak_494,Chemistry;Compilers;Graph Theory;Mathematics;Networking;Swimming
495,Suhani_495,Economics;Football;Go;Mathematics;Operating Systems;Photography;Physics
496,Divya_496,Cricket;Cybersecurity;Databases;Hiking;Python;Reading
497,Suhani_497,Blockchain;Cricket;Databases;Finance;Java
498,Kunal_498,Chemistry;Gaming;Graph Theory;Networking;Rust
499,Aditya_499,Backend;Cybersecurity;Data Structures;Economics;Frontend;Machine Learning
500,Aditya_500,C++;Competitive Programming;Mathematics;Physics
501,Harsh_501,Competitive Programming;Economics;Football;Python;Web Development
502,Shreya_502,Basketball;Biology;Blockchain;Finance;Frontend;Hiking;Physics
503,Vinayak_503,Competitive Programming;Finance;Go;JavaScript
504,Shreya_504,Chemistry;Compilers;Frontend;JavaScript;Music;Networking;Physics;Rust
505,Ananya_505,Economics;Football;Gaming;JavaScript;Mathematics;Networking;Photography;Python
506,Simran_506,Blockchain;Cybersecurity;Football;Graph Theory;Web Development
507,Ananya_507,Basketball;Cricket;Data Structures;Investing;JavaScript;Painting
508,Harsh_508,Algorithms;DevOps;Football;Rust;Web Development
509,Rahul_509,Cloud;Computer Vision;Cricket;Cybersecurity;Finance;Rust;Swimming
510,Amit_510,Basketball;Competitive Programming;Computer Vision;Football;Java;Rust;Swimming
511,Ishaan_511,Frontend;Hiking;Java;JavaScript
512,Sneha_512,Computer Vision;Cybersecurity;Hiking;Photography;Web Development
513,Amit_513,Compilers;Graph Theory;Networking;Writing
514,Yash_514,Biology;Deep Learning;Frontend;Investing;Java;Python;Writing
515,Kunal_515,Compilers;Machine Learning;Photography
516,Simran_516,Backend;Computer Vision;Football;Mathematics;Writing
517,Rahul_517,Blockchain;Computer Vision;Cricket;Hiking;Photography;Web Development
518,Yash_518,Compilers;Computer Vision;Gaming;Go;Machine Learning;Mathematics
519,Pooja_519,C++;Cloud;Compilers;Graph Theory
520,Ananya_520,Cloud;Competitive Programming;Cybersecurity;NLP;Reading
521,Rahul_521,Chemistry;Competitive Programming;Cricket;Cybersecurity;Football;Gaming
522,Sneha_522,Football;Gaming;Graph Theory;Hiking;Painting;Writing
523,Suhani_523,Economics;Investing;Music;Painting;Physics
524,Simran_524,Backend;Basketball;Biology;C++;Frontend
525,Tanya_525,Compilers;Hiking;Java;Rust
526,Kunal_526,Basketball;Compilers;Data Structures;Databases;Hiking;Rust;Writing
527,Shreya_527,Algorithms;Deep Learning;Frontend;Photography;Python;Reading
528,Vikas_528,Chemistry;Operating Systems;Python;Swimming;Web Development
529,Sarthak_529,Computer Vision;DevOps;Java;Photography;Physics
530,Ishaan_530,DevOps;Economics;Football;Mathematics;Web Development
531,Sneha_531,Algorithms;Cricket;Data Structures;Finance;Investing;Machine Learning;Python
532,Simran_532,Basketball;C++;Cricket;Deep Learning;DevOps;Operating Systems;Reading;Web Development
533,Yash_533,Compilers;Data Structures;Databases;Finance;Go;NLP;Physics;Swimming
534,Mansi_534,Competitive Programming;Cricket;Frontend;Go;Python;Writing
535,Suhani_535,Chemistry;Deep Learning;Music;NLP;Python
536,Amit_536,Biology;Deep Learning;Frontend;Hiking;Python;Writing
537,Divya_537,Cloud;Computer Vision;Data Structures;Java;Photography;Physics;Python
538,Ishaan_538,Cricket;Economics;Go;JavaScript;Physics;Swimming
539,Aditya_539,Backend;Competitive Programming;Cricket;Frontend;Python;Writing
540,Rahul_540,Chemistry;Compilers;Graph Theory;Mathematics;Networking;Reading
541,Atishay_541,Algorithms;Blockchain;Gaming;Hiking;Investing;JavaScript
542,Yash_542,Algorithms;Finance;Hiking;JavaScript;Painting;Swimming
543,Pooja_543,Economics;Go;JavaScript;NLP;Physics
544,Suhani_544,Compilers;Databases;Economics;Machine Learning;Painting;Web Development
545,Vishal_545,Algorithms;Blockchain;Frontend;Mathematics;Networking;Photography;Reading
546,Vishal_546,Algorithms;Go;Java;JavaScript;Photography
547,Harsh_547,Biology;Chemistry;Deep Learning;Football;Photography;Rust
548,Mansi_548,Graph Theory;Operating Systems;Physics;Web Development
549,Suhani_549,Chemistry;Gaming;Music;Swimming;Writing
550,Arjun_550,Cricket;NLP;Photography;Web Development
551,Ananya_551,Backend;Football;Networking;Operating Systems;Painting
552,Aditya_552,Competitive Programming;Finance;Investing;Machine Learning;Music;Swimming;Web Development
553,Ishaan_553,Biology;Competitive Programming;Graph Theory;Hiking;Photography;Physics
554,Rahul_554,Deep Learning;Economics;Frontend;JavaScript;Mathematics;Networking;Photography;Reading
555,Divya_555,DevOps;Frontend;JavaScript;Mathematics;Physics;Web Development
556,Sarthak_556,Compilers;Cybersecurity;Economics;Go;JavaScript;Physics
557,Shreya_557,Blockchain;Frontend;Gaming;Java;Machine Learning;Networking;Photography;Reading
558,Sneha_558,Chemistry;Compilers;Computer Vision;Graph Theory;Mathematics;Networking;Writing
559,Harsh_559,Competitive Programming;DevOps;Hiking;Java;Painting;Reading
560,Arjun_560,Basketball;Cloud;Computer Vision;Cricket;Finance
561,Simran_561,Computer Vision;Databases;Mathematics;Writing
562,Tanya_562,Competitive Programming;Data Structures;Finance;Go;JavaScript;Painting;Physics
563,Ravi_563,Compilers;Deep Learning;Finance;Go;NLP;Physics
564,Sneha_564,Blockchain;Cloud;Data Structures;Deep Learning;Gaming;Music;Writing
565,Kunal_565,Backend;DevOps;Economics;Frontend;Java;Reading
566,Isha_566,Biology;Cloud;Competitive Programming;Cybersecurity;Hiking;NLP;Operating Systems
567,Priya_567,C++;Chemistry;JavaScript;Music;Reading;Rust
568,Vikas_568,Biology;DevOps;Economics;JavaScript;Mathematics;Networking;Photography
569,Aditya_569,Chemistry;Economics;Go;Operating Systems;Writing
570,Aditya_570,Cloud;Competitive Programming;Cricket;Databases;Frontend;Physics;Python;Writing
571,Mansi_571,Computer Vision;Cricket;Investing;JavaScript;Painting;Python
572,Tanya_572,Algorithms;Competitive Programming;Cricket;Finance
573,Vikas_573,Algorithms;Backend;Machine Learning;Mathematics;NLP;Painting;Web Development
574,Harsh_574,Biology;Competitive Programming;Finance;Go;JavaScript;Mathematics;Operating Systems
575,Vishal_575,Cloud;DevOps;Investing;Machine Learning;Painting;Reading
576,Rahul_576,Algorithms;Biology;Competitive Programming;Computer Vision;Deep Learning;Frontend;Python;Writing
577,Aditya_577,Chemistry;Cloud;Data Structures;Gaming;Machine Learning;Swimming;Writing
578,Atishay_578,Compilers;Finance;Go;Investing;NLP;Networking;Photography;Physics
579,Amit_579,C++;Football;JavaScript;Operating Systems;Physics;Swimming
580,Tanya_580,Compilers;Computer Vision;Cricket;Finance;Java;Python
581,Divya_581,Computer Vision;Economics;Hiking;JavaScript;Mathematics;Networking;Photography
582,Vinayak_582,Cricket;Hiking;Investing;JavaScript;Operating Systems;Painting
583,Vishal_583,Algorithms;C++;Cricket;DevOps;Java;Mathematics
584,Vinayak_584,Go;Painting;Python;Rust
585,Mansi_585,DevOps;Finance;Machine Learning;Music;Web Development
586,Sarthak_586,Biology;Chemistry;Cloud;DevOps;Networking;Python
587,Rahul_587,Backend;Basketball;Compilers;Cybersecurity;Databases;Hiking;Writing
588,Shreya_588,Basketball;C++;Cricket;Cybersecurity;Mathematics
589,Neha_589,Compilers;Databases;Hiking;Java;Music;Rust
590,Pooja_590,Algorithms;Biology;Computer Vision;Databases;Swimming;Writing
591,Isha_591,Backend;Computer Vision;DevOps;Finance;Reading;Rust
592,Mansi_592,Blockchain;Databases;Finance;Java;NLP;Physics
593,Kunal_593,Data Structures;Graph Theory;Networking;Writing
594,Arjun_594,C++;Competitive Programming;Cricket;Frontend;Python;Writing
595,Isha_595,Deep Learning;Economics;Machine Learning;Mathematics;Operating Systems
596,Harsh_596,Computer Vision;Football;Mathematics
597,Aditya_597,Cloud;Competitive Programming;Football;Music;Networking;Photography
598,Kunal_598,Basketball;Competitive Programming;Music;Networking;Photography;Web Development
599,Ravi_599,Backend;Basketball;Biology;C++;Frontend
600,Nikhil_600,Go;Investing;Mathematics;Painting;Python;Rust
601,Kunal_601,Backend;Basketball;Gaming;NLP;Photography;Python;Swimming
602,Priya_602,Algorithms;Compilers;Go;Java;JavaScript;Networking;Photography
603,Karan_603,Algorithms;Chemistry;NLP;Rust;Swimming;Writing
604,Sarthak_604,Data Structures;Go;Hiking;Investing;Reading
605,Amit_605,Chemistry;JavaScript;Rust;Swimming;Writing
606,Nikhil_606,Biology;Chemistry;Deep Learning;Mathematics;NLP;Physics
607,Tanya_607,Basketball;Cybersecurity;DevOps;Networking;Rust;Swimming
608,Megha_608,Backend;C++;Java;NLP;Rust;Web Development
609,Rahul_609,Backend;Deep Learning;Frontend;Photography;Python;Reading;Swimming
610,Nikhil_610,Backend;C++;NLP;Operating Systems;Rust
611,Karan_611,C++;Cloud;Data Structures;Gaming;Graph Theory;Writing
612,Pooja_612,C++;Competitive Programming;Music;Networking;Photography
613,Aditya_613,Basketball;Computer Vision;Java;Operating Systems;Photography;Physics;Python
614,Megha_614,Backend;Basketball;Cricket;Finance;Java;Operating Systems;Rust;Web Development
615,Atishay_615,Competitive Programming;Computer Vision;Gaming;Hiking;NLP;Networking;Python;Rust
616,Atishay_616,Blockchain;Cloud;Computer Vision;Cricket;Finance
617,Harsh_617,Graph Theory;Hiking;NLP;Painting;Writing
618,Rahul_618,C++;Cricket;Hiking;Machine Learning;Reading
619,Kavya_619,Basketball;Cloud;Cricket;Cybersecurity;Football;Gaming;Investing
620,Kunal_620,Cloud;Competitive Programming;Computer Vision;Cricket;Finance
621,Neha_621,Finance;Go;Mathematics;Operating Systems;Physics
622,Nikhil_622,Backend;Cricket;Investing;JavaScript;Painting;Web Development
623,Mansi_623,Cloud;DevOps;Finance;Go;Hiking
624,Pooja_624,Basketball;Competitive Programming;Cricket;Frontend;Python;Writing
625,Pooja_625,Go;Investing;Machine Learning;Painting;Python;Reading
626,Vikas_626,Basketball;Chemistry;Cloud;Competitive Programming;Compilers;Frontend;NLP
627,Ishaan_627,Chemistry;Computer Vision;Data Structures;DevOps;Gaming;Mathematics;Swimming
628,Rahul_628,Cricket;Databases;Hiking;Mathematics;Reading
629,Amit_629,Competitive Programming;Data Structures;Hiking;Java;Painting;Reading
630,Rahul_630,C++;Cloud;Compilers;Graph Theory
631,Vinayak_631,Basketball;Go;Mathematics;Music;Operating Systems;Physics
632,Amit_632,Cricket;Deep Learning;Football;Networking;Photography;Web Development
633,Kunal_633,Databases;Gaming;Hiking;Networking;Python;Rust
634,Sneha_634,Compilers;Databases;Deep Learning;Football;Machine Learning;Painting;Rust;Web Development
635,Megha_635,Deep Learning;Gaming;Go;Graph Theory;Java
636,Atishay_636,Basketball;Competitive Programming;Data Structures;Finance;Web Development;Writing
637,Amit_637,Deep Learning;Graph Theory;Java;Machine Learning;NLP
638,Rohan_638,Biology;Compilers;Computer Vision;Go;Machine Learning;Mathematics;Reading
639,Megha_639,Basketball;Chemistry;Deep Learning;Football;NLP
640,Vishal_640,Cloud;Compilers;Deep Learning;Football;Mathematics;Rust
641,Tanya_641,C++;Cricket;Cybersecurity;Deep Learning;Hiking;Machine Learning;Networking
642,Atishay_642,C++;Economics;Frontend;JavaScript;Music
643,Tanya_643,Backend;Blockchain;Go;Investing;Java;Python
644,Vinayak_644,Chemistry;Cloud;Compilers;Go;Investing;Web Development
645,Vikas_645,Finance;Football;Graph Theory;Networking;Operating Systems;Physics;Web Development
646,Ravi_646,Algorithms;Chemistry;Compilers;Hiking;Java;JavaScript
647,Isha_647,Basketball;Cybersecurity;Football;Networking;Swimming
648,Tanya_648,Chemistry;Go;JavaScript;Operating Systems
649,Pooja_649,Go;Mathematics;Operating Systems;Physics
650,Tanya_650,Basketball;Blockchain;DevOps;Finance
651,Rahul_651,Competitive Programming;Compilers;Databases;Machine Learning;Painting;Web Development
652,Simran_652,Blockchain;Economics;Finance;Go;JavaScript;Physics
653,Neha_653,Hiking;Java;JavaScript
654,Aditya_654,Chemistry;Gaming;Graph Theory;Mathematics;Networking
655,Nikhil_655,Basketball;Biology;Competitive Programming;Data Structures;Finance;Writing
656,Simran_656,Algorithms;Deep Learning;Finance;Go;Rust
657,Karan_657,Compilers;Cybersecurity;Graph Theory;NLP;Python;Web Development
658,Kavya_658,Backend;C++;DevOps;JavaScript;Music;NLP
659,Pooja_659,Blockchain;Cloud;Computer Vision;Cricket;Finance;Gaming
660,Karan_660,Algorithms;Backend;C++;Cloud;Compilers;Swimming
661,Divya_661,Cybersecurity;Gaming;Java;NLP;Web Development
662,Amit_662,Chemistry;Cloud;Competitive Programming;Frontend;NLP
663,Rahul_663,Biology;Cricket;Finance;Java;Python
664,Priya_664,Competitive Programming;Cricket;Football;Python;Rust;Web Development;Writing
665,Yash_665,Cricket;Photography;Swimming;Web Development
666,Divya_666,Biology;C++;Cloud;Compilers;Data Structures
667,Atishay_667,Biology;Cloud;Competitive Programming;Graph Theory;Photography;Physics
668,Rohan_668,Biology;Chemistry;Deep Learning;NLP;Operating Systems;Physics
669,Mansi_669,Compilers;Data Structures;Graph Theory;Rust;Writing
670,Vikas_670,Backend;Cricket;Gaming;NLP;Photography;Python
671,Pooja_671,Cricket;Databases;Hiking;NLP;Operating Systems;Reading;Web Development
672,Priya_672,Chemistry;Cloud;Competitive Programming;Frontend;NLP;Painting
673,Neha_673,Basketball;Compilers;Cricket;Databases;Hiking;Writing
674,Simran_674,Compilers;Deep Learning;Finance;Go;Rust
675,Kavya_675,Deep Learning;Frontend;Machine Learning;Photography;Python;Reading
676,Suhani_676,Chemistry;Cloud;Competitive Programming;Frontend;JavaScript;Mathematics;NLP;Physics
677,Kavya_677,Cloud;Computer Vision;Cricket;Finance;Gaming;JavaScript
678,Nidhi_678,Cloud;Data Structures;Gaming;JavaScript;Writing
679,Vikas_679,Basketball;Blockchain;Finance;Networking;Python;Swimming
680,Simran_680,Algorithms;Competitive Programming;Finance;Go;JavaScript;Music
681,Kavya_681,C++;Data Structures;DevOps;Economics;Networking;Reading
682,Neha_682,Cricket;Databases;Hiking;Operating Systems;Reading
683,Harsh_683,Algorithms;Blockchain;Cricket;Deep Learning;Java;Mathematics;Python
684,Ananya_684,Databases;Go;JavaScript;Operating Systems
685,Megha_685,Chemistry;Computer Vision;DevOps;Hiking;Investing
686,Priya_686,DevOps;Finance;Football;Graph Theory;Python
687,Amit_687,Biology;Deep Learning;Football;Frontend;Painting;Python;Writing
688,Rahul_688,Chemistry;Compilers;DevOps;JavaScript;Physics;Rust
689,Nidhi_689,Algorithms;Competitive Programming;Cricket;Mathematics;Photography
690,Pooja_690,C++;Chemistry;Computer Vision;Data Structures;DevOps;Economics;Networking
691,Megha_691,Backend;Football;NLP;Networking;Operating Systems;Painting
692,Vinayak_692,Biology;Computer Vision;Football;Mathematics;Reading
693,Ravi_693,Cricket;Hiking;Java;JavaScript
694,Megha_694,Blockchain;Economics;Frontend;JavaScript;Web Development
695,Neha_695,Blockchain;Cloud;Cybersecurity;Hiking;Java;NLP
696,Megha_696,Finance;Graph Theory;Operating Systems;Writing
697,Arjun_697,Basketball;Biology;Blockchain;Finance;Hiking;Photography
698,Simran_698,Chemistry;DevOps;Hiking;Investing;Writing
699,Rahul_699,Blockchain;Databases;Finance;Football;Java;JavaScript;NLP
700,Megha_700,Blockchain;Investing;Java;Music;Painting;Physics
701,Arjun_701,Algorithms;C++;Finance;Investing;Machine Learning
702,Suhani_702,Computer Vision;Data Structures;Databases;Python;Writing
703,Sneha_703,Backend;Blockchain;Databases;Finance;Java
704,Kavya_704,Competitive Programming;Computer Vision;Music;Networking;Photography
705,Harsh_705,Frontend;Gaming;Java;JavaScript;Photography;Reading
706,Kunal_706,Data Structures;Economics;Frontend;Go;Hiking;Reading
707,Nidhi_707,Economics;Football;Graph Theory;Mathematics
708,Megha_708,Competitive Programming;DevOps;Football;Operating Systems;Painting;Python;Web Development
709,Suhani_709,Algorithms;Biology;Cricket;Graph Theory;Java;Mathematics;Operating Systems
710,Priya_710,Biology;Cloud;Deep Learning;Frontend;Physics;Python;Writing
711,Isha_711,Compilers;Data Structures;Deep Learning;Graph Theory;Photography;Web Development
712,Isha_712,Blockchain;Economics;Web Development
713,Sneha_713,Deep Learning;Football;Rust;Swimming
714,Rahul_714,Algorithms;Blockchain;Computer Vision;Football;Mathematics;Writing
715,Sneha_715,Blockchain;Cloud;Frontend;Networking;Photography;Reading
716,Shreya_716,Algorithms;Basketball;Databases;DevOps;Machine Learning;Web Development
717,Karan_717,Cloud;Cricket;Finance;Networking;Photography;Web Development
718,Priya_718,Competitive Programming;Football;Photography;Python;Web Development
719,Ravi_719,Cloud;Computer Vision;Cricket;Finance;Networking
720,Shreya_720,C++;Compilers;Hiking;Java;Networking;Rust
721,Yash_721,Compilers;Computer Vision;Go;Graph Theory;Machine Learning;Mathematics
722,Neha_722,DevOps;Go;Mathematics;Operating Systems;Physics;Python;Reading
723,Suhani_723,Chemistry;Deep Learning;Investing;Java;Machine Learning;Operating Systems;Rust;Swimming
724,Megha_724,Competitive Programming;Football;Mathematics;Python;Reading;Web Development
725,Kunal_725,Finance;JavaScript;Painting;Photography;Web Development
726,Karan_726,Chemistry;Compilers;Hiking;JavaScript;Physics;Rust
727,Sneha_727,Algorithms;Chemistry;Compilers;Graph Theory;Mathematics;Networking;Physics
728,Megha_728,Algorithms;Backend;Basketball;Compilers;Databases;Hiking;Writing
729,Kunal_729,Blockchain;Computer Vision;Databases;Finance;Swimming;Writing
730,Tanya_730,C++;Cricket;Hiking;Machine Learning;Mathematics;Physics
731,Neha_731,Backend;Blockchain;Frontend;JavaScript;Networking;Web Development
732,Divya_732,Blockchain;DevOps;Finance;Football;Graph Theory
733,Suhani_733,Data Structures;Frontend;Graph Theory;Writing
734,Amit_734,Algorithms;Competitive Programming;Databases;Mathematics;Networking
735,Tanya_735,Investing;Music;Painting;Physics
736,Sneha_736,Computer Vision;Football;Investing;Mathematics;Web Development
737,Atishay_737,Biology;Cloud;Football;Gaming;Investing;Operating Systems
738,Sneha_738,Chemistry;DevOps;Hiking;Investing;Machine Learning
739,Pooja_739,Computer Vision;Cricket;Deep Learning;Football;Gaming;Mathematics
740,Rohan_740,Basketball;Cloud;DevOps;Finance;Go
741,Vikas_741,Blockchain;Cricket;Cybersecurity;Football;Gaming
742,Rohan_742,Algorithms;Basketball;Databases;DevOps;Graph Theory;Operating Systems;Swimming;Web Development
743,Ravi_743,Go;Investing;Painting;Python;Web Development
744,Nikhil_744,Cybersecurity;Economics;Graph Theory;Web Development
745,Aditya_745,Backend;Blockchain;Databases;Finance;Java;Rust;Writing
746,Kavya_746,Competitive Programming;Computer Vision;Cricket;Frontend;Operating Systems;Python;Writing
747,Pooja_747,Algorithms;C++;Cricket;Deep Learning;Hiking;Java;Machine Learning
748,Harsh_748,Basketball;Blockchain;Computer Vision;Finance;Networking;Swimming;Web Development
749,Ravi_749,Biology;Competitive Programming;Compilers;Computer Vision;DevOps;Go;Java
750,Simran_750,Blockchain;Cloud;Compilers;DevOps;Painting;Reading
